,code,name,cur_price,volume,high_price,low_price
019175,019175,신풍제약우,-6730,9717,6780,-6620
019180,019180,티에이치엔,-2685,168238,2800,-2545
019440,019440,세아특수강,-14950,8985,15100,-14900
019490,019490,하이트론,3830,4976,3850,-3795
019680,019680,대교,-6540,16057,-6570,-6500
019685,019685,대교우B,-4455,4903,4485,-4445
020000,020000,한섬,-36950,70770,38000,-36600
020120,020120,키다리스튜디오,2650,116755,2830,-2595
020150,020150,일진머티리얼즈,-42700,387936,43900,-42300
020560,020560,아시아나항공,4410,1541329,4490,4350
020760,020760,일진디스플,4210,644043,4245,-3960
021050,021050,서원,-1190,84452,1215,-1175
021240,021240,코웨이,88600,282682,88700,-85600
021820,021820,세원정공,-7560,3921,7680,-7540
023000,023000,삼원강재,-3035,15711,3055,-2990
023150,023150,MH에탄올,6230,33073,6370,6180
023350,023350,한국종합기술,6460,145997,6580,-6350
023450,023450,동남합성,-69600,5835,73500,-69400
023530,023530,롯데쇼핑,-190000,102656,-191500,-186500
023590,023590,다우기술,-21600,56527,21900,-21350
023800,023800,인지컨트롤스,8070,303239,8150,-7880
023810,023810,인팩,-4490,213281,-4665,-4370
023960,023960,에쓰씨엔지니어링,-1720,17998,1730,-1690
024070,024070,WISCOM,-2970,8097,3030,-2905
024090,024090,디씨엠,-11000,2959,11100,-10900
024110,024110,기업은행,-14000,712797,14100,-13900
024720,024720,한국콜마홀딩스,34500,219728,35400,32750
024890,024890,대원화성,-1945,294563,2020,-1925
024900,024900,덕양산업,-1395,266217,1435,-1380
025000,025000,KPX케미칼,56200,8036,57000,-54600
025530,025530,SJM홀딩스,-3365,8889,3370,-3340
025540,025540,한국단자,-49950,14361,-50300,-49300
025560,025560,미래산업,-178,2472101,183,-178
025620,025620,제이준코스메틱,10700,965162,10900,-10300
025750,025750,한솔홈데코,-1600,575653,1625,-1590
025820,025820,이구산업,2125,111180,2140,-2095
025860,025860,남해화학,-13800,283220,14150,-13700
025890,025890,한국주강,-2280,31920,2305,-2265
026890,026890,디피씨,-6380,1127522,6510,-6330
026940,026940,부국철강,-3265,222860,3315,-3255
026960,026960,동서,-19050,93821,-19200,-18900
027390,027390,한화갤러리아타임월드,30300,38729,30500,-29050
027410,027410,BGF,8180,314158,8250,7910
027740,027740,마니커,-827,693026,834,-823
027970,027970,세하,1535,338027,1580,-1490
028050,028050,삼성엔지니어링,15700,1108459,15950,-15600
028100,028100,동아지질,19150,232101,19400,-18600
028260,028260,삼성물산,-116000,247184,-116500,-115000
02826K,02826K,삼성물산우B,72400,1031,72700,-71800
028670,028670,팬오션,-4280,998410,4295,-4250
029460,029460,케이씨,-15300,174535,15850,-15100
029530,029530,신도리코,49700,10521,49700,-49150
029780,029780,삼성카드,-33600,59874,-34250,-33400
030000,030000,제일기획,25650,254043,25800,-25200
030200,030200,KT,28550,513796,28550,-28300
030210,030210,KTB투자증권,-3270,229043,3315,-3235
030610,030610,교보증권,9540,51099,9600,-9430
030720,030720,동원수산,-9390,71417,9530,-9290
030790,030790,동양네트웍스,-2070,1648205,-2170,-2045
031430,031430,신세계인터내셔날,206500,45176,209500,-200500
031440,031440,신세계푸드,-92500,8958,94500,-91800
031820,031820,콤텍시스템,-1585,810505,1600,-1565
032350,032350,롯데관광개발,-14250,175403,14550,-14150
032560,032560,황금에스티,-11200,103952,11450,-11050
032640,032640,LG유플러스,15000,2379877,15050,-14600
032830,032830,삼성생명,-90200,202096,91200,-89800
033180,033180,필룩스,-11850,795700,12050,-11700
033240,033240,자화전자,-13850,181701,14400,-13750
033250,033250,체시스,1005,354342,1030,983
033270,033270,유나이티드제약,-24150,34640,-24500,-24050
033530,033530,세종공업,-7100,530585,7240,-6980
033660,033660,아주캐피탈,-8690,96764,8830,-8640
033780,033780,KT&G,-99300,209194,99700,-98700
033920,033920,무학,14500,16807,14500,-14150
034020,034020,두산중공업,9430,1429819,9540,-9320
034120,034120,SBS,23700,36767,23700,-23350
034220,034220,LG디스플레이,-19350,1250005,19500,-19050
034300,034300,신세계건설,27650,9743,27700,27100
034310,034310,NICE,18450,96930,18500,-18050
034590,034590,인천도시가스,29150,1170,29150,-29050
034730,034730,SK,280000,261881,288000,-276500
03473K,03473K,SK우,142500,3354,146000,142000
034830,034830,한국토지신탁,-2585,157968,2610,-2585
035000,035000,지투알,-7910,11525,7990,-7750
035150,035150,백산,6900,33107,6950,-6850
035250,035250,강원랜드,-32050,2770596,-33800,-31300
035420,035420,NAVER,127500,420100,131000,127500
035510,035510,신세계 I&C,143000,11936,144000,-139000
035720,035720,카카오,101500,653634,103500,100500
036460,036460,한국가스공사,-54300,86270,54700,-53900
036530,036530,S&T홀딩스,13050,16759,13050,-12750
036570,036570,엔씨소프트,-445500,140722,452000,-442000
036580,036580,팜스코,8020,29371,8040,-7890
037270,037270,YG PLUS,2125,77657,2150,-2090
037560,037560,CJ헬로,-9800,1873752,10650,-9800
037710,037710,광주신세계,205500,263,205500,-202000
039130,039130,하나투어,65600,122300,65900,-65200
039490,039490,키움증권,-80800,102227,82500,-80500
039570,039570,HDC아이콘트롤스,-10650,28914,10850,-10500
041650,041650,상신브레이크,-4350,36599,4360,-4270
042660,042660,대우조선해양,31150,490019,31600,-30750
042670,042670,두산인프라코어,-7430,4017160,7520,-7410
042700,042700,한미반도체,-8730,165240,8970,-8730
044380,044380,주연테크,445,14185664,476,-421
044450,044450,KSS해운,-6770,30280,6850,-6690
044820,044820,코스맥스비티아이,22350,186586,22650,21100
047040,047040,대우건설,5130,752949,5170,-5090
047050,047050,포스코대우,-19000,184412,-19200,-18950
047400,047400,유니온머티리얼,-2010,265286,2045,-1985
047810,047810,한국항공우주,35300,736466,35500,-34800
049770,049770,동원F&B,278500,4962,279500,-272000
049800,049800,우진플라임,-6870,186293,-7210,-6820
051600,051600,한전KPS,-33550,459403,34650,-33300
051630,051630,진양화학,-5900,411029,6240,-5710
051900,051900,LG생활건강,-1224000,21125,-1227000,-1209000
051905,051905,LG생활건강우,-697000,1526,709000,-697000
051910,051910,LG화학,380000,176600,382000,-377000
051915,051915,LG화학우,209500,9637,212000,-208000
052690,052690,한전기술,26050,102266,26350,-25300
053210,053210,스카이라이프,-11400,19608,11650,-11400
053690,053690,한미글로벌,13600,510777,13750,13150
055490,055490,테이팩스,-22600,18021,23250,-22300
055550,055550,신한지주,-43700,701897,-44000,-43050
057050,057050,현대홈쇼핑,-105000,12952,-105500,-103000
058430,058430,포스코강판,-20450,1752,20600,-20400
058650,058650,세아홀딩스,96200,293,96400,-95400
058730,058730,다스코,10050,1778267,10200,-9640
058850,058850,KTcs,-2555,353617,2610,-2545
058860,058860,케이티스,-2865,310329,2975,-2820
060980,060980,한라홀딩스,-42850,15638,43100,-42300
063160,063160,종근당바이오,22600,13526,22650,-22050
064350,064350,현대로템,28100,725743,28250,-27600
064960,064960,S&T모티브,-34500,20913,34700,-34100
066570,066570,LG전자,-72000,598744,73000,-71400
066575,066575,LG전자우,28900,25612,29200,-28600
067830,067830,세이브존I&C,-3940,49308,4140,-3940
068270,068270,셀트리온,-209500,501246,212500,-208500
068290,068290,삼성출판사,-16350,200781,-16950,-16300
068400,068400,AJ렌터카,11950,91324,12000,-11750
069260,069260,휴켐스,-21900,53754,22350,-21850
069460,069460,대호에이엘,5420,0,0,0
069500,069500,KODEX 200,-28830,4185097,-29090,-28710
069620,069620,대웅제약,-202500,31487,205000,-201000
069640,069640,한세엠케이,-7990,19646,8130,-7920
069660,069660,KOSEF 200,-29165,143287,-29435,-29055
069730,069730,DSR제강,-6450,529055,-6470,-6320
069960,069960,현대백화점,-94100,59614,95300,-93600
070960,070960,용평리조트,11000,3670052,11300,-10500
071050,071050,한국금융지주,-60800,171594,-62300,-60700
071055,071055,한국금융지주우,35800,11321,35900,-35400
071090,071090,하이스틸,-31000,20320,-31550,-30700
071320,071320,지역난방공사,57500,5163,57600,-56800
071840,071840,롯데하이마트,47200,66017,47400,-46750
071950,071950,코아스,-1955,1609619,-1990,-1915
